0.61,0.26,-1.7164
0.71,0.11,-2.8128
0.4,0.99,2.7739
0.45,0.16,0.95435
0.45,0.97,1.8598
0.69,0.16,-2.7009
0.38,0.96,3.0137
0.63,0.43,-1.7725
0.47,0.75,1.3922
0.75,0.7,-2.3176
0.69,0.03,-2.7192
0.68,0.91,-1.784
0.22,0.42,3.3596
0.82,0.1,-2.6318
0.87,0.26,-1.8854
0.5,0.34,0.30865
0.37,0.3,2.4769
0.1,0.66,2.3391
0.55,0.45,-0.4704
0.8,0.31,-2.5596
0.56,0.82,-0.22496
0.33,0.38,2.9521
0.96,0.03,-0.75648
0.95,0.19,-0.72086
0.85,0.29,-2.0518
0.37,0.81,3.0129
0.13,0.95,3.1857
0.27,0.87,3.9107
0.32,0.32,3.0201
0.57,0.22,-1.063
0.72,0.58,-2.2962
0.02,0.91,1.2494
0.79,0.24,-2.694
0.65,0.28,-2.1076
0.4,0.09,1.7251
0.3,0.53,3.3648
0.86,0.52,-1.8005
0.26,0.08,2.9909
0.25,0.48,3.5255
0.08,0.04,1.4771
0.81,0.11,-2.6613
0.87,0.97,-1.1814
0.51,0.61,0.41846
0.29,0.89,3.7576
0.26,0.82,3.7928
0.23,0.96,3.9561
0.83,0,-2.6454
0.07,0.36,1.6657
1,0.04,0.075532
0.96,0.85,0.014708
0.92,0.01,-1.3599
0.13,0.73,2.8943
0.23,0.78,3.5616
0.55,0.28,-0.64468
0.42,0.31,1.703
0.45,0.8,1.7618
0.33,0.63,3.2576
0.01,0.51,0.74735
0.1,0.29,2.0216
0.69,0.39,-2.4263
0.63,0.94,-1.2783
0.45,0.15,1.1186
0.08,0.1,1.6308
0.92,0.2,-1.282
0.52,0.11,-0.32149
0.49,0.27,0.51387
0.87,0.5,-1.6553
0.53,0.14,-0.35495
0.31,0.75,3.6039
0.51,0.6,0.51181
0.93,0.11,-1.1123
0.09,0.52,2.1236
0.66,0.13,-2.4653
0,0.65,0.64591
0.9,0,-1.7757
0.4,0.73,2.4576
0.7,0.21,-2.6097
0.32,0.48,3.0907
0.7,0.83,-1.9893
0.28,0.6,3.6239
0.32,0.33,2.9862
0.52,0.49,0.11133
0.15,0.67,3.0977
0.48,0.09,0.52662
0.08,0.87,2.4469
0.69,0.48,-2.2162
0.68,0.77,-2.0004
0.58,0.83,-0.54542
0.04,1,1.8377
0.19,0.1,2.8792
0.6,0.75,-1.0993
0.97,0.96,0.37876
0.84,0.55,-1.991
0.49,0.69,0.82336
0.75,0.11,-2.8704
0.74,0.99,-2.031
0.72,0.49,-2.5018
0.35,0.05,2.4251
0.72,0.3,-2.568
0.19,0.85,3.6314
0.47,0.12,0.74007
0.24,0.26,3.2452
0.07,0.86,2.1398
0.65,0.04,-2.3399
0.43,0.49,1.8507
0.27,0.52,3.5851
0.82,0.22,-2.4474
0.88,0.88,-1.1312
0.96,0.72,-0.023919
0.98,0.41,0.036902
0.63,0.02,-2.2353
0.52,0.99,0.65656
0.89,0.4,-1.4875
0.93,0.47,-0.87921
0.26,0.91,3.833
0.98,0.21,-0.20623
0.43,0.95,2.2352
0.44,0.06,1.1532
0.29,0.53,3.4141
0.91,0.32,-1.32
0.33,0.92,3.5845
0.91,0.46,-1.0712
0.07,0.47,1.8459
0.24,0.56,3.5256
0.11,0.42,2.3265
0.1,0.75,2.5016
0.18,0.76,3.4967
0.06,0.16,1.3786
0.3,0.9,3.7698
0.13,0.34,2.6177
0.75,0.65,-2.3528
0.81,0.46,-2.3623
0.51,0.96,0.61443
0.69,0.98,-1.906
0.81,0.03,-2.761
0.81,0.53,-2.2151
0.4,0.68,2.4216
0.53,0.06,-0.44216
0.34,0.42,2.9543
0.24,0.47,3.4875
0.87,0.54,-1.6557
0.6,0.03,-1.6764
0.73,0.97,-1.9011
0.5,0.76,0.68282
0.84,0.57,-1.9283
0.18,0.42,3.1988
0.81,0.8,-2.0111
0.21,0.29,3.1999
0.61,0.24,-1.7064
0.66,0.9,-1.5371
0.12,0.39,2.4844
0.06,0.65,1.7238
0.16,0.29,2.8063
0.57,0.32,-1.0222
0.53,0.69,0.10851
0.54,0.77,0.073282
0.41,0.42,2.0647
0.42,0.23,1.7559
0.52,0.06,-0.2573
0.11,0.13,1.958
0.59,0.38,-1.1817
0.63,0.69,-1.4499
0.09,0.67,2.4558
0.58,0.09,-1.3441
0.05,0.22,1.2953
0.46,0.59,1.4377
0.76,0.04,-2.985
0.03,0.4,0.98349
0.86,0.26,-2.054
0.7,0.18,-2.726
0.07,0.44,1.7061
0.64,0.43,-1.8487
0.95,0.46,-0.41146
0.9,0.79,-0.9049
0.11,0.28,2.0624
0.03,0.22,0.78084
0.58,0.37,-1.0549
0.26,0.37,3.3795
0.02,0.7,1.0934
0.5,0.88,0.86011
0.99,0.98,0.65851
0.08,0.69,2.1401
0.61,0.21,-1.686
0.28,0.14,3.0719
0.71,0.38,-2.6263
0.35,0.06,2.434
0.81,0.96,-1.8879
0.35,0.18,2.5379
0.37,0.86,3.0445
0.18,0.08,2.8081
0.1,0.67,2.4183
0.16,0.65,3.206
0.5,0.15,0.13277
0.64,1,-1.3496
0.41,0.32,1.8758
0.46,0.03,0.87318
0.43,0.65,1.9591
0.59,0.11,-1.4565
0.66,0.88,-1.68
0.99,0.97,0.76378
0.35,0.03,2.4767
0.52,0.41,0.026747
0.81,0.5,-2.2968
0.4,0.41,2.2184
0.04,0.52,1.2134
0.67,0.29,-2.3361
0.96,0.89,0.21081
0.18,0.63,3.413
0.5,0.65,0.64938
0.05,0.12,1.0933
0.95,0.58,-0.30842
0.44,0.62,1.6923
0.74,0.81,-2.3225
0.52,0.09,-0.28582
0.73,0.52,-2.478
0.15,0.64,3.0314
0.52,0.79,0.35035
0.92,0.74,-0.66158
0.02,0.65,1.0911
0.72,0.73,-2.2463
0.14,0.52,2.8657
0.34,0.77,3.3374
0.42,0.21,1.673
0.98,0.53,0.14198
0.62,0.31,-1.7054
0.78,0.89,-1.9928
0.2,0.39,3.2819
0.81,0.57,-2.1555
0.43,0.35,1.6249
0.36,0.23,2.5258
0.04,0.06,0.77913
0.07,0.15,1.4508
0.47,0.38,1.0826
0.9,0.19,-1.5332
0.36,0.6,2.8849
0.98,0.27,-0.068623
0.04,0.82,1.5348
0.67,0.48,-2.2117
0.72,0.03,-2.9363
0.09,0.98,2.6008
0.56,0.58,-0.49912
0.8,0.7,-2.1484
0.38,0.76,2.7394
0.01,0.3,0.44727
0.63,0.24,-2.0266
0.94,0.42,-0.79265
0.26,0.62,3.6121
0.87,0.88,-1.2353
0.18,0.22,2.9462
0.34,0.38,2.9812
0.14,0.63,2.9119
0.12,0.52,2.5223
0.59,0.16,-1.5042
0.91,0.68,-1.0774
0.99,0.52,0.3114
0.92,0.6,-0.92341
0.06,0.88,1.9723
0.21,0.52,3.3928
0.72,0.93,-2.0602
0.94,0.07,-1.0544
0.81,0.05,-2.6958
0.3,0.27,3.1301
0.57,0.4,-0.97439
0.46,0.1,0.85177
0.99,0.7,0.56994
0.88,0.97,-1.1577
0.19,0.43,3.3727
0.39,0.67,2.687
0.44,0.47,1.6097
0.4,0.85,2.5232
0.41,0.65,2.172
0.98,0.11,-0.34658
0.96,0.84,0.25801
0.12,0.95,3.0001
0.55,0.16,-0.85433
0.08,0.07,1.5591
0.2,0.31,3.1468
0.71,0.24,-2.6754
0.93,1,-0.36572
0.79,0.59,-2.1366
0.51,0.91,0.79304
0.82,0.73,-1.9838
0.47,0.9,1.5289
0.18,0.02,2.7433
0.39,0.64,2.5857
0.05,0.07,0.96985
0.33,0.76,3.4037
0.43,0.14,1.5073
0.11,0.04,1.9029
0.4,0.89,2.6308
0.01,0.46,0.70807
0.71,0.82,-2.0493
0.22,0.47,3.3941
0.44,0.13,1.2125
0.54,0.06,-0.75536
0.95,0.5,-0.35679
0.52,0.57,0.18232
0.14,0.59,2.9
0.53,0.96,0.4396
0.37,0.44,2.704
0.93,0.87,-0.40306
0.84,0.83,-1.7315
0.67,0.59,-2.1028
0.76,0.07,-2.8433
0.28,0.96,3.9136
0.85,0.14,-2.247
0.86,0.27,-2.0175
0.43,0.92,2.2648
0.23,0.2,3.2046
0.86,0.77,-1.5603
0.55,0.39,-0.51906
0.14,0.71,2.9642
0.76,0.02,-2.9665
0.61,0.16,-1.8176
0.48,0.56,0.92436
0.1,0.92,2.6686
0.03,0.5,1.0858
0.16,0.5,3.0304
0.81,0.81,-2.0048
0.93,0.1,-1.1401
0.16,0.63,3.2261
0.68,0.59,-2.1214
0.21,0.21,3.1432
0.92,0.18,-1.1935
0.85,0.83,-1.6197
0.12,0.8,2.8682
0.5,0.46,0.43458
0.75,0.25,-2.7544
0.91,0.44,-1.1808
0.49,0.23,0.39234
0.21,0.4,3.2693
0.5,0.33,0.23585
0.64,0.16,-2.2213
0.81,0.19,-2.5852
0.81,0.95,-1.9046
0.78,0.42,-2.5979
0.28,0.99,3.8453
0.04,0.36,1.1347
0.74,0.58,-2.3628
0.05,0.5,1.3121
0.67,0.37,-2.263
0.15,0.36,2.8927
0.17,0.48,3.0745
0.98,0.84,0.48389
0.28,0.49,3.3366
0.22,0.48,3.5304
0.31,0.44,3.3081
0.61,0.03,-1.9758
0.92,0.1,-1.3229
0.68,0.66,-2.0125
0.07,0.87,2.1081
0.75,0.67,-2.3149
0.85,0.95,-1.4431
0.41,0.25,1.8329
0.62,0.86,-1.2127
0.36,0.27,2.5154
0.53,0,-0.51323
0.61,0.87,-1.0908
0.14,1,3.3958
1,0.39,0.30036
0.45,0.57,1.4019
0.11,0.84,2.771
0.24,0.22,3.1455
0.66,0.26,-2.3462
0.1,0.52,2.2695
0.43,0.05,1.3544
1,0.05,0.021295
0,0.85,0.89954
0.23,0.75,3.8245
0.06,0.02,1.1378
0.03,0.36,0.88082
0.97,0.97,0.46927
0.38,0.17,2.2761
0.75,0.09,-2.8957
0.96,0.83,0.063445
0.37,0.15,2.42
0.15,0.73,3.2743
0.66,0.08,-2.4273
0.83,0.28,-2.3488
0.09,0.95,2.538
0.99,0.13,-0.12722
0.61,0.57,-1.3482
0.3,0.84,3.7127
0.42,0.28,1.79
0.06,0.2,1.329
0.53,0.63,0.13571
0.78,0.1,-2.8335
0.33,0.52,3.1491
0.51,0.92,0.65291
0.49,0.18,0.30485
0.85,0.96,-1.443
0.41,0.55,2.1945
0.82,0.58,-2.1095
0.06,0.95,2.0695
0.59,0.97,-0.61012
0.86,0.59,-1.7096
0,0.62,0.6187
0.15,0.8,3.1285
0.88,0.98,-1.1128
0.8,0.07,-2.8182
0.74,0.34,-2.6467
0.26,0.64,3.5515
0.71,0.9,-2.0004
0.53,0.54,-0.13433
0.95,0.66,-0.24258
0.35,0.33,2.7859
0.28,0.72,3.7131
0.48,0.97,1.3789
0.26,0.71,3.6507
0.28,0.93,3.8799
0.11,0.6,2.5509
0.6,0.29,-1.4682
0.41,0.91,2.6045
0.17,0.31,2.8574
0.28,0.09,3.0919
0.34,0.93,3.477
0.1,0.01,1.723
0.85,0.52,-1.9424
0,0.74,0.70477
0.94,0.86,-0.32464
0.96,0.55,-0.16453
0.02,0.38,0.82873
0.84,0.69,-1.8293
0.16,0.66,3.2767
0.77,0.1,-2.8828
0.46,0.53,1.256
0.01,0.24,0.46182
0.65,0.59,-1.82
0.53,0.71,0.1302
0.41,0.76,2.3796
0.54,0.28,-0.5464
0.35,0.45,2.9302
0.53,0.94,0.35142
0.87,0.94,-1.2422
0.19,0.87,3.5955
0.63,0.21,-1.9323
0.32,0.51,3.2197
0.51,0.84,0.63155
0.84,0.36,-2.2844
0.19,0.32,3.1007
0.44,0.85,2.0733
0.55,0.69,-0.28922
0.26,0.66,3.7105
0.36,0.95,3.1908
0.47,0.74,1.2817
0.51,0.3,0.10778
0.35,0.39,2.8692
0.9,0.06,-1.6211
0.29,0.99,3.9759
0.62,0.21,-1.8577
0.99,0.71,0.62639
0.7,0.28,-2.6035
0.41,0.28,1.9942
0.58,0.48,-0.95887
1,0.22,0.11961
0.07,0.88,2.1362
0.99,0,-0.24342
0.15,0,2.3618
0.14,0.01,2.3685
0.62,0.95,-1.2647
0.74,0.15,-2.9185
0.09,0.82,2.4494
0.36,0.47,2.7954
0.98,0.06,-0.32723
0.53,0.36,-0.10625
0.15,0.04,2.4787
0.29,0.78,3.6727
0.34,0.74,3.1582
0.82,0.76,-2.0404
0.38,0.45,2.4383
0.55,0.57,-0.35703
0.75,0.18,-2.7294
0.62,0.98,-1.0459
0.89,0.72,-1.2748
0.99,0.45,0.24831
1,0.5,0.48561
0.27,0.51,3.5123
0.12,0.46,2.5533
0.22,0.26,3.2315
0.39,0.66,2.5042
0.04,0.48,1.1703
0.56,0.35,-0.81115
0.17,0.14,2.7643
0.71,0.91,-1.953
0.11,0.07,1.9789
0.92,1,-0.43322
0.58,0.53,-1.0501
0,0.11,0.17473
0.57,0.94,-0.43521
0.58,0.25,-1.1762
0.17,0.36,3.0474
0.9,0.25,-1.4723
0.48,0.31,0.7399
0.07,0.23,1.444
0.06,0.25,1.4108
0.52,0.12,-0.38341
0.79,0.34,-2.6333
0.34,0.86,3.4188
0.6,0.39,-1.3011
0.7,0.56,-2.3754
0.51,0.01,-0.13775
0.63,0.51,-1.6838
0.68,0.88,-1.7901
0.45,0.93,1.9555
0.51,0.46,0.21555
1,0.08,0.13274
0.03,0.33,0.83218
0.32,0.05,2.6346
0.91,0.49,-1.1425
0,0.88,0.91857
0.31,0.11,2.9019
0.52,0.22,-0.25787
0.14,0.25,2.5519
0.56,0.77,-0.3892
0.18,0.98,3.6646
0.03,0.9,1.4961
0.22,0.6,3.5146
0.8,0.91,-1.9876
0.26,0.98,3.944
0.62,0.61,-1.4292
0.48,0.9,1.3161
0.3,0.62,3.4832
0.32,0.21,2.9065
0.05,0.98,1.9258
0.3,0.32,3.127
0.7,0.75,-2.1578
0.42,0.39,1.9046
0.09,0.14,1.818
0.67,0.85,-1.7641
0.8,0.54,-2.3274
0.56,0.21,-0.87549
0.29,0.02,2.7853
0.28,0.29,3.2644
0.86,0.44,-1.8958
0.97,0.31,-0.21092
0.9,0.83,-0.94101
0.76,0.48,-2.5154
0.27,0.69,3.5968
0.15,0.61,3.0726
0.81,0.59,-2.2875
0.75,0.55,-2.3825
0.79,0.49,-2.438
0.02,0.53,0.94676
0.39,0.94,2.9369
0.08,0.74,2.1886
0.06,0.7,1.7822
0.62,0.13,-1.877
0.98,0.54,0.20614
0.08,0.96,2.3777
0.23,0.26,3.2159
0.19,0.53,3.3606
0.78,0.28,-2.6008
0.64,0.47,-1.7953
0.36,0.04,2.3176
0.04,0.98,1.7145
0.87,0.22,-1.9924
0.05,0.37,1.2922
0.31,0.43,3.0848
0.7,0.42,-2.4232
0.61,0.38,-1.5433
0.14,0.96,3.3301
0.7,0.97,-1.7131
0.39,0.72,2.5137
0.22,0.27,3.2165
0.41,0.86,2.4667
0.16,0.52,2.9533
0.34,0.33,2.8157
0.58,0.03,-1.4299
0.4,0.88,2.668
0.29,0.67,3.7059
0.61,0.43,-1.5
0.03,0.61,1.1462
0.24,0.15,3.0993
0.01,0.43,0.58728
0.77,0.42,-2.5281
0.78,0.93,-1.9212
0.69,0.91,-1.8921
0.46,0.36,1.0799
0.19,0.51,3.43
0.22,0.78,3.7229
0.64,0.15,-2.1521
0.02,0.74,1.0456
0.78,0.87,-2.0496
0.39,0.46,2.2979
0.4,0.38,2.1026
0.71,0.21,-2.6531
0.84,0.39,-2.093
0.89,0.56,-1.3581
0.35,0.19,2.6199
0.77,0.78,-2.2645
0.93,0.86,-0.32167
0.48,0.37,0.74006
0.07,0.38,1.6023
0.83,0.17,-2.4749
0.45,0.08,1.0408
0.5,0.05,0.094657
0.39,0.95,2.787
0.32,0.55,3.262
0.67,0.26,-2.4629
0.32,0.04,2.787
0.63,0.14,-2.1269
0.72,0.54,-2.3835
0.36,0.67,2.9705
0.96,0.19,-0.67262
0.72,0.55,-2.434
0.69,0.14,-2.6724
0.65,0.56,-1.8814
0.45,0.91,1.8153
0.07,0.05,1.2747
0.8,0.32,-2.5625
0.62,0.15,-1.9213
0.97,0.04,-0.48228
0.78,0.33,-2.5445
0.81,0.22,-2.7373
0.77,0.82,-2.171
0.65,0.71,-1.7019
0.96,0.59,-0.1671
0.11,0.17,2.1706
0.09,0.54,2.1592
0.6,0.63,-1.0603
0.54,0.8,0.11602
0.19,0.48,3.3259
0.02,0.18,0.65722
0.32,0.82,3.4596
0.86,0.03,-2.2519
0.38,0.07,2.0623
0.74,0.48,-2.5077
0.66,0.6,-1.8902
0.75,0.77,-2.2958
0.71,0.14,-2.7422
0.99,0.09,-0.13995
0.09,0.28,1.971
0.26,0.72,3.6682
0.88,0.31,-1.7039
0.85,0.05,-2.4116
0.55,0.1,-0.85152
0.55,0.71,-0.15033
0.68,0.51,-2.244
0.79,0.85,-2.0788
0.64,0.68,-1.6264
0.75,0.99,-2.0065
0.69,0.43,-2.306
0.5,0,0.039703
0.48,0.28,0.67238
0.34,0.99,3.5186
0.14,0.47,2.781
0.28,0.97,3.9964
0.01,0.32,0.54895
0.9,0.1,-1.6376
0.8,0.74,-2.1288
0.91,0.73,-0.76675
0.52,0.1,-0.34745
0.89,0.76,-1.1051
0.3,0.57,3.3779
0.96,0.31,-0.42686
0,0.82,0.79016
0.48,0.66,1.0094
0.33,0.7,3.2385
0.86,0.92,-1.5123
0.62,0.64,-1.3474
0.08,0.89,2.2639
0.58,0.12,-1.3214
0.46,0.69,1.3755
0.22,0.9,3.9123
0.83,0.84,-1.7887
0.5,0.29,0.25836
0.72,0.66,-2.2072
0.2,0.76,3.573
0.75,0.56,-2.3666
0.53,0.67,0.13792
0.95,0.15,-0.74559
0.5,0.32,0.42129
0.08,0.45,1.8403
0.27,0.29,3.216
0.19,0.99,3.7617
0.42,0.3,1.8141
0.21,0.51,3.301
0.14,0.08,2.4865
0.99,0.93,0.75772
0.41,0.66,2.261
0.68,0.7,-2.0284
0.46,0.14,0.97603
0.08,0.06,1.4179
0.78,0.45,-2.6074
0.43,0.64,1.8284
0.15,0.1,2.5025
0.21,0.25,3.1587
0.94,0.12,-1.0278
0.88,0.47,-1.5997
0.44,0.64,1.7822
0.67,0.87,-1.7476
0.78,0.59,-2.3056
0.2,0.6,3.5344
0.47,0.07,0.59263
0.04,0.84,1.567
0.64,0.57,-1.7945
0.61,0.01,-1.906
0.57,0.88,-0.48391
0.51,0.45,0.26656
0.29,0.11,3.0536
0.43,0.98,2.146
0,0.05,0.058806
0.1,0.4,2.1533
0.04,0.78,1.4415
0.06,0.09,1.2608
0.52,0.94,0.61297
0.76,0.12,-2.9758
0.38,0,2.0707
0.38,0.4,2.3499
0.37,0.93,3.0157
0.92,0.17,-1.2304
0.27,0.81,3.8267
0.1,0.2,1.9748
0.47,0.59,1.1988
0.68,0.3,-2.4429
0.23,0.52,3.4082
0.49,0.55,0.77803
0.77,0.27,-2.6349
0.88,0.94,-1.0515
0.33,0.25,2.8646
0.57,0.57,-0.7202
0.06,0.75,1.9443
0.67,0.17,-2.4861
0.88,0.46,-1.5281
